maintenance_id,equipment_id,unit_id,maintenance_type,maintenance_date,completion_date,downtime_days,maintenance_cost,maintenance_status,failure_category
M-01363,E-00778,U-057,Inspection,2026-05-14,2026-05-20,7,18712.87,Overdue,Power
M-01364,E-00556,U-003,Corrective,2026-01-28,2026-02-01,15,2449.35,In Progress,Electrical
M-01365,E-00643,U-024,Corrective,2025-12-03,2025-12-13,4,20321.91,Completed,Software
M-01366,E-00627,U-001,Corrective,2025-12-09,2025-12-20,1,23103.25,Overdue,Software
M-01367,E-01409,U-006,Corrective,2025-10-12,2025-10-16,18,23181.25,Overdue,Power
M-01368,E-00773,U-013,Corrective,2026-04-03,2026-04-13,9,23921.04,Completed,Electrical
M-01369,E-00793,U-056,Corrective,2026-05-14,2026-05-23,17,10947.62,Overdue,Software
M-01370,E-01195,U-015,Inspection,2026-02-05,2026-02-06,17,19267.25,Overdue,Electrical
M-01371,E-00476,U-004,Preventive,2026-08-02,2026-08-07,4,13711.16,Completed,Mechanical
M-01372,E-01197,U-057,Inspection,2025-02-09,2025-02-21,10,15442.67,Overdue,Mechanical
M-01373,E-01618,U-038,Corrective,2025-10-26,2025-11-03,9,5063.31,Completed,Electrical
M-01374,E-00283,U-056,Corrective,2026-01-06,2026-01-11,11,18295.39,In Progress,Software
M-01375,E-00844,U-045,Preventive,2025-03-07,2025-03-17,11,6687.35,Overdue,Power
M-01376,E-01126,U-006,Corrective,2026-05-02,2026-05-03,15,8281.34,Completed,Software
M-01377,E-00504,U-053,Corrective,2025-05-07,2025-05-14,1,6361.23,Overdue,Power
M-01378,E-01145,U-055,Preventive,2025-02-01,2025-02-07,14,13318.26,Overdue,Software
M-01379,E-01412,U-048,Inspection,2025-04-28,2025-04-29,18,16478.27,In Progress,Software
M-01380,E-01014,U-002,Corrective,2026-05-07,2026-05-08,16,9276.6,Completed,Power
M-01381,E-01180,U-028,Inspection,2025-08-09,2025-08-20,6,24635.64,In Progress,Electrical
M-01382,E-01716,U-017,Inspection,2026-05-05,2026-05-10,13,20454.58,Completed,Electrical
M-01383,E-01593,U-028,Preventive,2026-05-09,2026-05-18,13,4941.75,In Progress,Electrical
M-01384,E-01505,U-020,Corrective,2026-06-25,2026-06-27,13,22599.9,Completed,Software
M-01385,E-00804,U-030,Inspection,2025-08-01,2025-08-03,8,753.59,Completed,Power
M-01386,E-01525,U-003,Preventive,2026-02-24,2026-03-01,17,10823.79,Completed,Software
M-01387,E-00518,U-019,Corrective,2026-02-17,2026-02-23,9,14392.03,In Progress,No Failure
M-01388,E-01593,U-028,Preventive,2025-11-17,2025-11-24,10,7091.09,Completed,Mechanical
M-01389,E-01154,U-053,Corrective,2025-12-11,2025-12-13,5,3168.96,In Progress,Electrical
M-01390,E-00349,U-026,Inspection,2025-02-19,2025-03-02,2,21272.17,Overdue,Power
M-01391,E-01770,U-059,Inspection,2026-06-28,2026-07-02,9,22988.25,Completed,Software
M-01392,E-00019,U-013,Inspection,2025-01-25,2025-02-04,6,20659.06,In Progress,Power
M-01393,E-01759,U-004,Corrective,2026-01-30,2026-01-31,10,16008.12,In Progress,Software
M-01394,E-00874,U-014,Inspection,2026-03-05,2026-03-06,2,23220.98,Overdue,Power
M-01395,E-01796,U-060,Preventive,2025-08-12,2025-08-14,11,3759.31,In Progress,No Failure
M-01396,E-00558,U-018,Corrective,2025-05-06,2025-05-17,15,8512.83,Overdue,Mechanical
M-01397,E-01424,U-033,Corrective,2025-05-29,2025-06-05,17,10722.44,Completed,Power
M-01398,E-00984,U-052,Inspection,2026-04-05,2026-04-15,7,20206.03,Completed,Power
M-01399,E-01698,U-054,Corrective,2025-12-03,2025-12-13,10,22660.41,Completed,No Failure
M-01400,E-01130,U-057,Corrective,2025-10-02,2025-10-08,15,10146.59,In Progress,No Failure
M-01401,E-00849,U-003,Inspection,2025-06-29,2025-07-11,12,1799.71,In Progress,Mechanical
M-01402,E-00134,U-021,Preventive,2025-01-15,2025-01-17,18,8019.55,Overdue,Electrical
M-01403,E-00504,U-053,Inspection,2025-07-04,2025-07-11,12,20746.41,Completed,Mechanical
M-01404,E-01300,U-041,Corrective,2026-03-15,2026-03-27,12,7395.35,Overdue,No Failure
M-01405,E-00262,U-022,Preventive,2025-03-05,2025-03-14,9,18566.97,In Progress,Electrical
M-01406,E-01384,U-009,Corrective,2025-06-27,2025-07-02,10,17034.22,Completed,Software
M-01407,E-01684,U-059,Inspection,2026-06-10,2026-06-13,17,22505.5,Completed,Mechanical
M-01408,E-01392,U-030,Corrective,2025-08-04,2025-08-08,11,21973.93,Overdue,Mechanical
M-01409,E-01691,U-011,Corrective,2025-07-04,2025-07-15,14,3571.61,Overdue,Electrical
M-01410,E-01651,U-004,Corrective,2025-01-03,2025-01-15,17,2574.11,Completed,Software
M-01411,E-00582,U-040,Corrective,2026-04-11,2026-04-13,8,18604.82,In Progress,No Failure
M-01412,E-00949,U-060,Inspection,2025-10-07,2025-10-09,17,21801.36,In Progress,No Failure
M-01413,E-00767,U-018,Preventive,2026-07-03,2026-07-14,9,1768.87,In Progress,Mechanical
M-01414,E-01575,U-001,Corrective,2025-10-03,2025-10-15,12,2412.96,Completed,Electrical
M-01415,E-01264,U-053,Inspection,2025-01-24,2025-02-04,14,3161.91,Overdue,Mechanical
M-01416,E-01580,U-038,Preventive,2026-04-11,2026-04-22,15,4310.59,Completed,No Failure
M-01417,E-00476,U-004,Corrective,2025-05-02,2025-05-11,9,9775.32,Completed,Software
M-01418,E-01603,U-015,Corrective,2025-09-14,2025-09-17,18,902.37,In Progress,Mechanical
M-01419,E-01378,U-011,Preventive,2025-01-18,2025-01-28,6,19600.86,Overdue,Power
M-01420,E-00221,U-007,Corrective,2026-08-12,2026-08-13,16,14224.92,Completed,No Failure
M-01421,E-01745,U-018,Inspection,2025-12-17,2025-12-21,1,21303.74,Completed,Mechanical
M-01422,E-01299,U-016,Preventive,2025-08-03,2025-08-15,6,22058.32,Completed,No Failure
M-01423,E-00678,U-019,Inspection,2026-01-09,2026-01-15,12,23514.07,Overdue,Electrical
M-01424,E-01678,U-046,Inspection,2025-06-01,2025-06-06,16,9600.96,In Progress,Electrical
M-01425,E-01119,U-007,Preventive,2025-08-13,2025-08-23,8,15257.88,In Progress,Power
M-01426,E-00147,U-029,Inspection,2025-01-31,2025-02-11,12,2446.46,Overdue,Software
M-01427,E-01042,U-004,Corrective,2025-12-28,2026-01-06,15,13503.49,Completed,Software
M-01428,E-01752,U-046,Inspection,2025-01-16,2025-01-26,11,12316.27,Overdue,Software
M-01429,E-00497,U-004,Inspection,2026-04-02,2026-04-06,1,17211.91,Completed,Software
M-01430,E-01234,U-006,Corrective,2026-07-30,2026-08-05,17,7664.05,Overdue,No Failure
M-01431,E-01706,U-038,Corrective,2026-04-07,2026-04-13,14,4355.44,In Progress,Electrical
M-01432,E-01312,U-012,Preventive,2026-04-24,2026-04-28,6,11463.97,Overdue,Software
M-01433,E-00916,U-023,Inspection,2026-01-01,2026-01-09,11,1809.64,Overdue,Software
M-01434,E-01784,U-028,Inspection,2025-02-02,2025-02-05,2,12398.11,Overdue,Power
M-01435,E-00094,U-019,Corrective,2025-09-16,2025-09-26,2,22223.39,In Progress,Power
M-01436,E-01190,U-030,Inspection,2025-01-22,2025-01-29,9,23030.06,In Progress,Electrical
M-01437,E-01014,U-002,Inspection,2025-07-14,2025-07-17,2,4151.61,Overdue,Mechanical
M-01438,E-01689,U-053,Preventive,2025-10-03,2025-10-14,16,6270.41,Completed,Software
M-01439,E-00991,U-030,Inspection,2025-03-24,2025-04-04,1,3459.42,Completed,No Failure
M-01440,E-01551,U-029,Corrective,2025-07-20,2025-07-28,6,15455.39,Overdue,No Failure
M-01441,E-01506,U-053,Inspection,2026-02-09,2026-02-20,9,23231.38,In Progress,No Failure
M-01442,E-01308,U-009,Corrective,2026-02-06,2026-02-17,14,7227.38,Completed,No Failure
M-01443,E-01001,U-037,Preventive,2026-08-10,2026-08-16,6,11352.71,In Progress,Mechanical
M-01444,E-00277,U-051,Inspection,2025-01-26,2025-01-30,4,23865.63,Completed,No Failure
M-01445,E-01335,U-054,Preventive,2025-01-06,2025-01-18,13,2461.32,Overdue,Power
M-01446,E-00366,U-039,Corrective,2025-04-03,2025-04-06,2,1955.67,In Progress,Mechanical
M-01447,E-00143,U-024,Corrective,2026-01-28,2026-02-09,9,5664.48,Completed,Software
M-01448,E-00774,U-052,Corrective,2025-01-25,2025-01-28,18,21504.51,Completed,No Failure
M-01449,E-00815,U-058,Preventive,2026-05-18,2026-05-22,5,21356.92,In Progress,Electrical
M-01450,E-01714,U-051,Corrective,2025-09-16,2025-09-24,4,1434.35,Completed,Electrical
M-01451,E-00126,U-035,Corrective,2026-03-17,2026-03-28,8,12540.38,In Progress,Software
M-01452,E-01089,U-023,Preventive,2025-06-18,2025-06-23,4,13812.91,Completed,No Failure
M-01453,E-00941,U-060,Inspection,2025-06-14,2025-06-15,17,16687.22,In Progress,Software
M-01454,E-01659,U-058,Inspection,2026-06-30,2026-07-01,4,16554.91,In Progress,No Failure
M-01455,E-01505,U-020,Corrective,2025-12-20,2025-12-25,15,16124.09,Overdue,Electrical
M-01456,E-01516,U-020,Inspection,2025-12-05,2025-12-16,12,11636.3,In Progress,Electrical
M-01457,E-01214,U-016,Preventive,2025-01-22,2025-02-03,8,10262.4,In Progress,Mechanical
M-01458,E-01297,U-043,Corrective,2025-10-14,2025-10-24,3,20919.71,Completed,Software
M-01459,E-01559,U-023,Inspection,2025-08-11,2025-08-19,17,7417.69,Overdue,Electrical
M-01460,E-00645,U-013,Preventive,2025-06-16,2025-06-17,18,609.24,In Progress,Power
M-01461,E-00397,U-034,Preventive,2025-09-28,2025-09-29,9,15490.81,Overdue,Power
M-01462,E-00054,U-009,Preventive,2026-04-20,2026-04-21,1,4270.91,In Progress,Mechanical
M-01463,E-00692,U-057,Corrective,2025-09-26,2025-10-02,7,20404.76,Overdue,Electrical
M-01464,E-01649,U-054,Inspection,2025-10-25,2025-10-27,14,5665.07,Completed,Mechanical
M-01465,E-00166,U-008,Corrective,2025-04-17,2025-04-20,7,1791.1,In Progress,Software
M-01466,E-00336,U-023,Corrective,2025-04-02,2025-04-05,13,23938.1,Overdue,Power
M-01467,E-01773,U-037,Inspection,2025-01-30,2025-01-31,9,14058.05,Overdue,No Failure
M-01468,E-01097,U-038,Inspection,2026-06-12,2026-06-19,3,3129.2,In Progress,Software
M-01469,E-00043,U-020,Corrective,2025-11-06,2025-11-18,8,1971.89,In Progress,Electrical
M-01470,E-00991,U-030,Preventive,2025-05-10,2025-05-12,5,11407.94,Overdue,Electrical
M-01471,E-01058,U-015,Preventive,2025-04-19,2025-04-29,17,22549.6,Overdue,Electrical
M-01472,E-00852,U-001,Preventive,2026-03-16,2026-03-22,5,2588.57,Completed,Electrical
M-01473,E-00992,U-016,Inspection,2025-07-26,2025-08-03,4,2280.94,In Progress,No Failure
M-01474,E-00809,U-009,Corrective,2026-07-01,2026-07-10,14,7215.27,Overdue,Mechanical
M-01475,E-00207,U-007,Corrective,2025-10-25,2025-10-29,12,21934.23,In Progress,Electrical
M-01476,E-01125,U-001,Corrective,2026-08-06,2026-08-10,15,7649.59,Completed,Mechanical
M-01477,E-00354,U-028,Corrective,2025-11-22,2025-11-30,13,13690.03,Overdue,Electrical
M-01478,E-01470,U-036,Preventive,2026-05-09,2026-05-20,12,2666.71,Overdue,Electrical
M-01479,E-00070,U-011,Inspection,2025-08-18,2025-08-21,8,16586.39,Overdue,No Failure
M-01480,E-00205,U-010,Inspection,2025-09-29,2025-10-11,1,22105.21,In Progress,No Failure
M-01481,E-01391,U-055,Inspection,2026-03-27,2026-03-29,12,16281.28,Completed,Software
M-01482,E-01250,U-001,Inspection,2026-01-25,2026-02-05,8,3950.42,Completed,Mechanical
M-01483,E-00999,U-035,Preventive,2026-05-19,2026-05-25,14,2344.9,Completed,Mechanical
M-01484,E-01308,U-009,Inspection,2025-12-19,2025-12-30,8,6137.55,Overdue,Mechanical
M-01485,E-00188,U-027,Preventive,2026-02-07,2026-02-18,1,11143.01,Overdue,Software
M-01486,E-00179,U-037,Inspection,2025-11-25,2025-12-07,14,10241.33,Overdue,Power
M-01487,E-00055,U-024,Inspection,2026-08-13,2026-08-14,12,23570.34,Overdue,Software
M-01488,E-00442,U-012,Preventive,2025-09-27,2025-10-02,7,10481.6,In Progress,Electrical
M-01489,E-01081,U-028,Inspection,2025-03-04,2025-03-13,16,11351.69,Overdue,Power
M-01490,E-00583,U-012,Preventive,2026-05-14,2026-05-19,9,2805.35,In Progress,Electrical
M-01491,E-00794,U-009,Preventive,2025-05-28,2025-06-06,16,18757.14,Completed,No Failure
M-01492,E-01265,U-010,Corrective,2026-02-21,2026-03-01,10,3696.83,Overdue,Power
M-01493,E-00287,U-059,Inspection,2026-02-05,2026-02-09,10,13301.05,Completed,Software
M-01494,E-01473,U-020,Inspection,2025-06-26,2025-07-02,4,10805.31,Completed,Software
M-01495,E-01454,U-034,Inspection,2025-02-11,2025-02-16,12,6987.92,Completed,Electrical
M-01496,E-00287,U-059,Corrective,2026-03-25,2026-03-29,8,3000.91,Completed,Mechanical
M-01497,E-01068,U-012,Preventive,2025-04-09,2025-04-20,18,22832.63,In Progress,Electrical
M-01498,E-00457,U-039,Preventive,2025-09-30,2025-10-05,4,15760.48,Overdue,Mechanical
M-01499,E-00536,U-009,Corrective,2026-04-24,2026-04-30,6,21319.63,Completed,Mechanical
M-01500,E-00822,U-032,Inspection,2026-02-15,2026-02-21,4,10599.47,Completed,No Failure
M-01501,E-00977,U-005,Preventive,2026-01-15,2026-01-23,4,6564.65,Overdue,Power
M-01502,E-01289,U-029,Corrective,2026-07-21,2026-07-27,9,16238.72,Completed,Mechanical
M-01503,E-00015,U-006,Corrective,2025-01-24,2025-02-01,9,17232.28,Overdue,Software
M-01504,E-00090,U-023,Corrective,2026-05-12,2026-05-19,10,13599.7,Overdue,Mechanical
M-01505,E-00236,U-034,Inspection,2025-08-20,2025-08-31,8,3414.11,In Progress,Electrical
M-01506,E-00096,U-005,Inspection,2026-05-23,2026-05-27,7,9078.61,In Progress,Software
M-01507,E-00362,U-036,Corrective,2025-05-11,2025-05-17,5,7529.97,Overdue,Software
M-01508,E-00244,U-036,Preventive,2026-02-01,2026-02-12,7,22058.97,Completed,Mechanical
M-01509,E-00221,U-007,Corrective,2026-05-14,2026-05-26,12,8129.38,Completed,Mechanical
M-01510,E-00203,U-037,Inspection,2025-04-16,2025-04-26,4,1298.77,Completed,Mechanical
M-01511,E-01380,U-014,Preventive,2026-04-19,2026-04-29,3,15919.21,Overdue,Software
M-01512,E-01679,U-047,Corrective,2025-08-29,2025-09-07,9,7402.41,Overdue,No Failure
M-01513,E-01381,U-030,Preventive,2025-04-12,2025-04-20,16,2300.41,In Progress,Electrical
M-01514,E-01429,U-035,Corrective,2025-04-18,2025-04-25,17,24892.15,Completed,Software
M-01515,E-00010,U-021,Inspection,2025-04-09,2025-04-17,10,7149.57,Overdue,Mechanical
M-01516,E-00029,U-052,Preventive,2026-06-23,2026-07-04,7,1205.5,Overdue,Software
M-01517,E-01503,U-052,Preventive,2025-06-13,2025-06-23,2,21624.24,In Progress,No Failure
M-01518,E-01240,U-033,Corrective,2026-02-03,2026-02-12,10,1306.95,Overdue,Software
M-01519,E-00502,U-058,Corrective,2026-04-21,2026-04-26,11,3605.32,In Progress,Mechanical
M-01520,E-01137,U-025,Preventive,2026-04-09,2026-04-18,1,23255.54,Completed,Software
M-01521,E-01800,U-011,Corrective,2026-01-30,2026-02-06,6,24771.95,Completed,No Failure
M-01522,E-01136,U-047,Corrective,2025-01-09,2025-01-19,18,1130.25,Completed,Software
M-01523,E-01574,U-016,Inspection,2026-07-19,2026-07-20,1,17625.59,Completed,No Failure
M-01524,E-00681,U-046,Corrective,2025-07-19,2025-07-28,5,13880.79,In Progress,Software
M-01525,E-01508,U-025,Inspection,2026-05-06,2026-05-09,5,1752.34,Completed,No Failure
M-01526,E-00931,U-001,Preventive,2025-03-14,2025-03-23,3,22541.02,In Progress,Software
M-01527,E-01512,U-017,Preventive,2025-06-24,2025-06-28,15,9772.31,Overdue,Electrical
M-01528,E-00343,U-050,Corrective,2025-04-26,2025-05-01,3,9035.73,Overdue,No Failure
M-01529,E-01185,U-007,Preventive,2026-07-29,2026-08-06,1,21040.57,Overdue,Power
M-01530,E-00931,U-001,Inspection,2025-05-18,2025-05-29,6,20879.61,Overdue,Software
M-01531,E-00632,U-038,Inspection,2025-06-08,2025-06-17,14,5808.17,Overdue,Power
M-01532,E-00628,U-015,Inspection,2025-06-21,2025-06-28,7,14206.42,Overdue,Software
M-01533,E-00999,U-035,Inspection,2025-10-03,2025-10-09,12,15420.67,Completed,Software
M-01534,E-00289,U-059,Preventive,2025-08-24,2025-08-30,12,21304.92,Overdue,Mechanical
M-01535,E-00933,U-034,Inspection,2025-06-02,2025-06-13,8,6932.34,Overdue,Power
M-01536,E-01327,U-023,Inspection,2026-06-13,2026-06-15,14,2500.29,Overdue,No Failure
M-01537,E-00718,U-044,Inspection,2025-11-25,2025-12-03,12,5594.93,Overdue,Power
M-01538,E-01203,U-045,Preventive,2026-02-24,2026-03-01,2,24527.32,Overdue,Software
M-01539,E-00610,U-004,Corrective,2025-03-08,2025-03-16,11,15866.82,Completed,No Failure
M-01540,E-00384,U-030,Inspection,2026-04-21,2026-04-30,4,7233.54,In Progress,Software
M-01541,E-00166,U-008,Inspection,2025-03-14,2025-03-24,4,12093.55,Completed,Software
M-01542,E-00573,U-017,Inspection,2025-12-12,2025-12-17,18,18597.58,In Progress,Software
M-01543,E-00528,U-056,Preventive,2025-02-13,2025-02-23,6,10811.76,Overdue,Software
M-01544,E-00815,U-058,Inspection,2025-12-21,2025-12-30,1,24511.25,In Progress,Power
M-01545,E-00044,U-026,Inspection,2025-02-27,2025-03-10,1,9209.57,Completed,No Failure
M-01546,E-01168,U-060,Corrective,2026-05-25,2026-05-29,11,11435.9,Overdue,Power
M-01547,E-01347,U-018,Corrective,2025-05-12,2025-05-18,12,21894.46,In Progress,Software
M-01548,E-00051,U-020,Corrective,2026-07-15,2026-07-22,1,535.19,In Progress,Software
M-01549,E-00228,U-010,Preventive,2025-05-11,2025-05-18,5,7193.36,Completed,Mechanical
M-01550,E-01272,U-027,Corrective,2025-10-20,2025-10-31,2,614.39,In Progress,No Failure
M-01551,E-01172,U-034,Corrective,2025-02-10,2025-02-21,15,22651.61,In Progress,Mechanical
M-01552,E-01600,U-050,Preventive,2026-03-12,2026-03-22,12,20316.06,In Progress,Electrical
M-01553,E-00327,U-055,Inspection,2025-10-22,2025-10-30,16,7576.71,In Progress,Power
M-01554,E-00112,U-006,Preventive,2026-06-29,2026-07-05,15,3734.76,Overdue,Software
M-01555,E-00061,U-037,Inspection,2025-04-07,2025-04-08,2,18044.86,In Progress,Power
M-01556,E-00547,U-020,Corrective,2026-04-17,2026-04-28,3,12869.81,In Progress,Power
M-01557,E-00094,U-019,Preventive,2025-06-07,2025-06-11,1,8242.77,Overdue,Electrical
M-01558,E-01794,U-047,Corrective,2025-12-19,2025-12-23,7,24610.14,In Progress,Software
M-01559,E-01587,U-013,Inspection,2025-07-11,2025-07-19,13,8933.45,In Progress,Mechanical
M-01560,E-01491,U-052,Corrective,2026-01-01,2026-01-04,11,12968.62,Overdue,Mechanical
M-01561,E-00787,U-015,Corrective,2026-07-08,2026-07-09,14,19174.02,In Progress,Software
M-01562,E-00977,U-005,Preventive,2026-06-22,2026-07-03,13,8092.06,Overdue,Electrical
M-01563,E-00229,U-023,Preventive,2025-08-18,2025-08-19,2,4805.93,In Progress,Mechanical
M-01564,E-00830,U-016,Corrective,2025-09-29,2025-10-03,8,7500.0,Overdue,Software
M-01565,E-00716,U-050,Inspection,2025-05-20,2025-05-25,17,7510.83,In Progress,No Failure
M-01566,E-00588,U-047,Inspection,2025-05-02,2025-05-14,10,9611.0,In Progress,Electrical
M-01567,E-00435,U-026,Corrective,2025-07-20,2025-07-21,14,15282.26,In Progress,No Failure
M-01568,E-01747,U-054,Inspection,2025-03-09,2025-03-11,13,16384.14,Completed,Software
M-01569,E-01321,U-044,Corrective,2026-03-28,2026-04-08,12,8479.46,In Progress,Power
M-01570,E-00365,U-045,Inspection,2026-08-12,2026-08-14,7,6530.7,Overdue,Power
M-01571,E-00592,U-048,Inspection,2025-03-20,2025-03-31,15,21255.07,In Progress,No Failure
M-01572,E-00166,U-008,Preventive,2026-06-17,2026-06-19,13,11316.42,In Progress,Mechanical
M-01573,E-01676,U-012,Corrective,2025-07-18,2025-07-19,9,13864.85,Completed,Software
M-01574,E-01065,U-028,Inspection,2025-12-06,2025-12-09,15,2934.36,In Progress,Power
M-01575,E-01402,U-001,Inspection,2026-03-02,2026-03-07,16,6695.89,Overdue,Power
M-01576,E-01303,U-053,Corrective,2025-11-10,2025-11-17,17,13563.73,Completed,Software
M-01577,E-00856,U-011,Corrective,2025-03-25,2025-04-05,3,17664.97,Overdue,Electrical
M-01578,E-01649,U-054,Corrective,2026-04-16,2026-04-21,11,13325.89,Completed,Software
M-01579,E-00600,U-012,Preventive,2025-07-13,2025-07-23,14,16044.75,Completed,No Failure
M-01580,E-01422,U-046,Inspection,2026-04-03,2026-04-15,2,16184.74,Completed,Mechanical
M-01581,E-00397,U-034,Preventive,2025-03-08,2025-03-15,1,9577.48,Overdue,Electrical
M-01582,E-00613,U-052,Preventive,2025-03-05,2025-03-16,18,18936.25,In Progress,Mechanical
M-01583,E-01273,U-017,Inspection,2026-01-12,2026-01-20,14,14544.03,In Progress,Software
M-01584,E-01784,U-028,Inspection,2025-04-07,2025-04-10,14,13138.33,Completed,No Failure
M-01585,E-01016,U-026,Preventive,2026-06-15,2026-06-23,7,3175.29,Overdue,Power
M-01586,E-00714,U-057,Preventive,2025-11-11,2025-11-14,8,19240.63,In Progress,Mechanical
M-01587,E-01194,U-029,Preventive,2025-06-26,2025-06-29,12,17479.39,Completed,Power
M-01588,E-00592,U-048,Corrective,2025-12-22,2025-12-30,3,22968.05,In Progress,Power
M-01589,E-01661,U-045,Corrective,2026-04-22,2026-04-26,11,3015.76,In Progress,Software
M-01590,E-00258,U-020,Corrective,2026-06-11,2026-06-15,5,12647.48,Completed,Power
M-01591,E-00421,U-037,Corrective,2025-04-13,2025-04-18,2,3677.93,Overdue,No Failure
M-01592,E-00092,U-012,Preventive,2026-01-25,2026-02-05,16,10002.82,In Progress,Mechanical
M-01593,E-00426,U-003,Corrective,2025-08-01,2025-08-12,14,550.47,Overdue,Electrical
M-01594,E-00427,U-050,Inspection,2025-09-09,2025-09-15,13,7304.44,Overdue,Electrical
M-01595,E-01308,U-009,Inspection,2025-07-03,2025-07-12,16,1424.37,Completed,Mechanical
M-01596,E-00309,U-015,Corrective,2025-04-07,2025-04-19,3,7090.11,Overdue,Power
M-01597,E-00719,U-049,Corrective,2025-04-08,2025-04-11,7,16879.47,Overdue,Mechanical
M-01598,E-00090,U-023,Inspection,2025-09-27,2025-10-09,10,13631.61,Completed,Electrical
M-01599,E-00106,U-026,Inspection,2025-05-26,2025-05-30,11,7538.97,In Progress,Power
