personnel_id,unit_id,rank,role,specialization,training_status,training_completion_percentage,deployment_status,joining_date
P-01937,U-030,Officer,Engineer,Maintenance,In Progress,66.0,Deployed,2023-08-11
P-01938,U-042,Lead,Engineer,Maintenance,In Progress,60.0,Deployed,2026-02-05
P-01939,U-005,Junior,Medic,Planning,In Progress,55.3,Deployed,2018-10-16
P-01940,U-051,Lead,Logistics,Systems,In Progress,73.8,Training,2024-10-22
P-01941,U-042,Junior,Medic,Planning,Complete,99.5,Training,2018-09-02
P-01942,U-019,Junior,Analyst,Planning,Complete,91.5,Training,2023-09-27
P-01943,U-041,Officer,Operator,Systems,In Progress,84.2,Available,2020-12-11
P-01944,U-049,Junior,Engineer,Operations,Complete,92.1,Deployed,2025-05-13
P-01945,U-022,Senior,Medic,Maintenance,In Progress,61.4,Deployed,2019-02-02
P-01946,U-022,Junior,Medic,Planning,In Progress,83.9,Available,2020-11-30
P-01947,U-022,Officer,Analyst,Planning,In Progress,68.3,Training,2020-11-22
P-01948,U-037,Junior,Engineer,Maintenance,In Progress,67.4,Training,2021-03-27
P-01949,U-002,Lead,Logistics,Operations,In Progress,64.9,Training,2021-04-07
P-01950,U-020,Senior,Logistics,Operations,Complete,97.5,Deployed,2025-12-30
P-01951,U-029,Senior,Engineer,Maintenance,In Progress,85.3,Training,2021-04-12
P-01952,U-055,Senior,Operator,Maintenance,In Progress,72.3,Training,2021-05-25
P-01953,U-010,Lead,Analyst,Planning,In Progress,81.3,Deployed,2024-12-08
P-01954,U-058,Lead,Engineer,Operations,In Progress,62.7,Training,2022-03-14
P-01955,U-025,Officer,Engineer,Planning,Complete,93.9,Available,2023-06-06
P-01956,U-058,Junior,Analyst,Maintenance,In Progress,72.1,Deployed,2020-04-25
P-01957,U-015,Junior,Engineer,Operations,In Progress,61.8,Deployed,2023-02-25
P-01958,U-037,Junior,Logistics,Maintenance,Complete,96.1,Training,2020-04-09
P-01959,U-024,Officer,Operator,Operations,In Progress,84.9,Training,2018-10-03
P-01960,U-018,Junior,Operator,Planning,In Progress,79.9,Training,2023-11-12
P-01961,U-016,Senior,Engineer,Maintenance,In Progress,66.0,Training,2026-01-17
P-01962,U-030,Lead,Logistics,Operations,In Progress,63.0,Available,2020-02-18
P-01963,U-047,Junior,Engineer,Operations,Complete,92.4,Available,2020-04-30
P-01964,U-015,Officer,Medic,Systems,In Progress,66.0,Training,2018-07-29
P-01965,U-021,Junior,Engineer,Planning,Complete,90.6,Available,2022-12-16
P-01966,U-006,Junior,Logistics,Maintenance,In Progress,76.4,Training,2023-06-19
P-01967,U-020,Officer,Operator,Planning,In Progress,80.6,Training,2020-03-08
P-01968,U-038,Officer,Operator,Operations,Complete,91.3,Deployed,2024-09-29
P-01969,U-018,Senior,Analyst,Planning,In Progress,77.2,Training,2021-03-08
P-01970,U-042,Senior,Analyst,Operations,In Progress,68.5,Training,2024-04-17
P-01971,U-033,Officer,Operator,Maintenance,In Progress,68.9,Deployed,2018-01-27
P-01972,U-021,Officer,Medic,Maintenance,Complete,95.2,Available,2018-09-26
P-01973,U-049,Lead,Operator,Planning,In Progress,74.4,Deployed,2025-02-25
P-01974,U-044,Senior,Engineer,Systems,In Progress,79.2,Available,2020-05-23
P-01975,U-020,Lead,Logistics,Planning,In Progress,77.6,Available,2025-09-05
P-01976,U-020,Senior,Logistics,Maintenance,Complete,96.7,Deployed,2019-10-03
P-01977,U-013,Senior,Engineer,Maintenance,In Progress,89.5,Deployed,2023-10-17
P-01978,U-031,Officer,Analyst,Maintenance,In Progress,84.4,Deployed,2023-04-18
P-01979,U-060,Lead,Analyst,Maintenance,Complete,93.5,Deployed,2021-09-28
P-01980,U-047,Lead,Medic,Operations,In Progress,70.9,Deployed,2024-04-26
P-01981,U-026,Junior,Medic,Systems,In Progress,89.3,Deployed,2021-12-19
P-01982,U-042,Officer,Analyst,Systems,Complete,91.2,Training,2020-04-08
P-01983,U-014,Lead,Analyst,Operations,In Progress,84.8,Available,2021-08-11
P-01984,U-028,Lead,Logistics,Maintenance,Complete,90.6,Available,2024-12-04
P-01985,U-033,Lead,Operator,Systems,In Progress,74.8,Available,2019-10-20
P-01986,U-021,Officer,Operator,Planning,In Progress,87.5,Training,2025-12-03
P-01987,U-032,Officer,Operator,Systems,In Progress,66.2,Available,2025-03-04
P-01988,U-022,Lead,Medic,Operations,In Progress,67.4,Available,2023-04-17
P-01989,U-009,Junior,Analyst,Planning,Complete,94.6,Available,2019-09-09
P-01990,U-038,Senior,Logistics,Systems,In Progress,68.4,Deployed,2020-10-01
P-01991,U-021,Lead,Logistics,Operations,In Progress,80.8,Training,2018-03-31
P-01992,U-009,Junior,Analyst,Operations,In Progress,89.7,Deployed,2020-05-29
P-01993,U-012,Senior,Medic,Operations,In Progress,69.5,Deployed,2020-03-26
P-01994,U-044,Lead,Analyst,Systems,Complete,98.7,Available,2019-05-04
P-01995,U-042,Officer,Medic,Systems,In Progress,73.5,Training,2018-09-04
P-01996,U-059,Lead,Operator,Planning,Complete,99.5,Available,2023-08-28
P-01997,U-056,Officer,Analyst,Operations,Complete,90.9,Training,2018-10-02
P-01998,U-048,Junior,Logistics,Systems,In Progress,58.4,Training,2019-10-11
P-01999,U-052,Junior,Logistics,Planning,In Progress,78.1,Training,2025-04-17
P-02000,U-013,Officer,Analyst,Planning,In Progress,88.8,Deployed,2019-09-16
P-02001,U-042,Senior,Logistics,Operations,In Progress,69.9,Deployed,2023-12-02
P-02002,U-050,Officer,Operator,Planning,In Progress,86.2,Training,2021-04-18
P-02003,U-001,Officer,Operator,Systems,In Progress,83.1,Available,2021-08-13
P-02004,U-028,Senior,Logistics,Operations,In Progress,61.8,Training,2023-02-18
P-02005,U-042,Lead,Logistics,Maintenance,In Progress,84.9,Available,2019-08-31
P-02006,U-014,Junior,Operator,Systems,In Progress,68.9,Available,2024-01-22
P-02007,U-023,Lead,Analyst,Maintenance,Complete,98.0,Training,2020-05-05
P-02008,U-013,Officer,Analyst,Maintenance,In Progress,68.6,Available,2021-12-26
P-02009,U-002,Officer,Operator,Planning,In Progress,61.2,Available,2022-12-24
P-02010,U-056,Senior,Medic,Systems,In Progress,88.5,Deployed,2022-12-02
P-02011,U-026,Officer,Logistics,Systems,In Progress,63.9,Available,2019-12-19
P-02012,U-033,Junior,Engineer,Maintenance,Complete,96.1,Available,2023-06-27
P-02013,U-048,Lead,Medic,Maintenance,In Progress,82.2,Available,2019-01-07
P-02014,U-052,Officer,Analyst,Systems,In Progress,77.8,Deployed,2018-03-08
P-02015,U-001,Officer,Medic,Systems,In Progress,72.1,Deployed,2022-01-16
P-02016,U-020,Officer,Analyst,Maintenance,Complete,92.6,Training,2018-12-12
P-02017,U-042,Officer,Medic,Systems,In Progress,84.0,Deployed,2026-03-08
P-02018,U-042,Junior,Engineer,Maintenance,Complete,95.4,Available,2024-05-01
P-02019,U-001,Senior,Engineer,Planning,In Progress,60.8,Available,2018-09-08
P-02020,U-039,Lead,Analyst,Planning,Complete,91.1,Available,2022-09-14
P-02021,U-012,Senior,Engineer,Operations,In Progress,62.9,Available,2019-10-28
P-02022,U-002,Lead,Medic,Operations,In Progress,77.4,Deployed,2024-12-22
P-02023,U-021,Junior,Analyst,Systems,In Progress,56.3,Deployed,2018-05-21
P-02024,U-048,Officer,Operator,Planning,Complete,94.2,Training,2026-02-07
P-02025,U-034,Junior,Operator,Operations,In Progress,62.6,Available,2019-01-13
P-02026,U-027,Junior,Medic,Planning,Complete,99.5,Deployed,2024-01-08
P-02027,U-029,Junior,Analyst,Planning,In Progress,61.0,Deployed,2020-11-18
P-02028,U-009,Lead,Logistics,Systems,In Progress,69.5,Deployed,2023-07-12
P-02029,U-048,Senior,Engineer,Maintenance,Complete,92.4,Training,2019-06-16
P-02030,U-052,Senior,Operator,Systems,Complete,97.4,Training,2022-07-13
P-02031,U-019,Junior,Engineer,Maintenance,Complete,94.9,Deployed,2020-01-27
P-02032,U-047,Lead,Medic,Operations,In Progress,84.7,Available,2021-09-05
P-02033,U-028,Senior,Logistics,Systems,In Progress,71.9,Training,2022-04-27
P-02034,U-041,Senior,Engineer,Systems,In Progress,57.2,Available,2025-02-12
P-02035,U-003,Senior,Engineer,Planning,Complete,92.6,Deployed,2018-02-17
P-02036,U-037,Lead,Engineer,Planning,In Progress,76.6,Deployed,2020-05-29
P-02037,U-030,Officer,Operator,Operations,In Progress,83.0,Training,2023-10-09
P-02038,U-060,Senior,Analyst,Operations,In Progress,70.2,Deployed,2024-02-27
P-02039,U-030,Lead,Logistics,Operations,In Progress,84.8,Available,2022-02-05
P-02040,U-028,Senior,Operator,Maintenance,In Progress,83.9,Deployed,2019-04-01
P-02041,U-008,Lead,Engineer,Operations,In Progress,79.8,Deployed,2023-01-28
P-02042,U-028,Junior,Logistics,Maintenance,In Progress,79.9,Deployed,2023-09-24
P-02043,U-013,Senior,Operator,Maintenance,In Progress,61.4,Training,2021-12-20
P-02044,U-034,Senior,Logistics,Systems,In Progress,82.0,Training,2022-01-25
P-02045,U-035,Senior,Analyst,Maintenance,In Progress,65.4,Available,2025-08-18
P-02046,U-011,Senior,Engineer,Planning,In Progress,83.6,Available,2021-02-14
P-02047,U-004,Officer,Analyst,Planning,Complete,98.2,Training,2022-09-22
P-02048,U-058,Lead,Engineer,Operations,In Progress,76.4,Available,2018-11-03
P-02049,U-017,Lead,Engineer,Systems,In Progress,86.9,Available,2022-08-08
P-02050,U-009,Senior,Engineer,Planning,In Progress,61.5,Available,2025-03-31
P-02051,U-027,Senior,Engineer,Operations,In Progress,72.6,Available,2020-07-15
P-02052,U-018,Officer,Operator,Maintenance,In Progress,61.3,Available,2022-12-22
P-02053,U-010,Lead,Operator,Systems,In Progress,85.3,Training,2021-06-28
P-02054,U-034,Officer,Engineer,Planning,In Progress,59.6,Deployed,2019-05-27
P-02055,U-035,Officer,Engineer,Systems,In Progress,88.4,Training,2021-10-30
P-02056,U-057,Junior,Medic,Operations,In Progress,67.2,Available,2025-01-11
P-02057,U-030,Senior,Medic,Operations,In Progress,74.2,Available,2023-11-12
P-02058,U-007,Lead,Engineer,Planning,In Progress,59.0,Training,2022-11-07
P-02059,U-027,Junior,Analyst,Operations,In Progress,57.5,Deployed,2025-03-07
P-02060,U-033,Lead,Analyst,Systems,In Progress,69.8,Available,2019-02-19
P-02061,U-046,Senior,Logistics,Planning,Complete,91.3,Available,2024-08-18
P-02062,U-028,Junior,Medic,Planning,In Progress,85.0,Training,2023-10-27
P-02063,U-056,Officer,Operator,Systems,Complete,96.6,Training,2025-03-17
P-02064,U-007,Junior,Engineer,Operations,In Progress,80.9,Training,2025-07-18
P-02065,U-046,Officer,Medic,Systems,Complete,95.7,Deployed,2025-04-04
P-02066,U-051,Officer,Logistics,Systems,In Progress,74.8,Deployed,2025-01-16
P-02067,U-048,Junior,Engineer,Maintenance,Complete,90.0,Available,2025-01-26
P-02068,U-022,Officer,Operator,Planning,In Progress,59.4,Deployed,2022-01-08
P-02069,U-053,Lead,Engineer,Operations,In Progress,85.7,Deployed,2018-07-15
P-02070,U-021,Lead,Engineer,Maintenance,In Progress,75.6,Training,2024-02-20
P-02071,U-042,Officer,Analyst,Maintenance,In Progress,69.5,Deployed,2018-12-31
P-02072,U-022,Senior,Analyst,Operations,In Progress,70.8,Available,2026-02-05
P-02073,U-006,Lead,Logistics,Planning,In Progress,83.8,Training,2020-02-02
P-02074,U-049,Lead,Medic,Operations,In Progress,72.2,Deployed,2022-11-29
P-02075,U-058,Senior,Engineer,Operations,In Progress,71.3,Available,2019-04-02
P-02076,U-013,Lead,Logistics,Maintenance,In Progress,81.2,Deployed,2024-12-08
P-02077,U-045,Junior,Operator,Planning,In Progress,58.4,Deployed,2019-08-21
P-02078,U-046,Lead,Medic,Maintenance,In Progress,70.3,Deployed,2019-03-01
P-02079,U-055,Lead,Logistics,Systems,Complete,98.0,Deployed,2020-07-09
P-02080,U-029,Senior,Logistics,Maintenance,Complete,92.2,Training,2021-01-26
P-02081,U-002,Senior,Engineer,Maintenance,In Progress,77.3,Deployed,2025-04-07
P-02082,U-052,Junior,Analyst,Maintenance,In Progress,64.7,Available,2024-11-12
P-02083,U-031,Officer,Logistics,Maintenance,Complete,92.7,Deployed,2020-02-02
P-02084,U-055,Officer,Logistics,Planning,In Progress,78.3,Training,2020-12-07
P-02085,U-046,Lead,Analyst,Planning,Complete,90.9,Deployed,2022-02-02
P-02086,U-058,Senior,Analyst,Operations,Complete,96.6,Available,2025-10-10
P-02087,U-009,Senior,Logistics,Maintenance,In Progress,69.5,Available,2023-09-10
P-02088,U-046,Lead,Operator,Maintenance,In Progress,76.4,Training,2021-11-27
P-02089,U-046,Senior,Medic,Operations,In Progress,86.6,Training,2018-08-06
P-02090,U-030,Officer,Logistics,Planning,In Progress,82.8,Available,2019-12-03
P-02091,U-002,Junior,Analyst,Planning,In Progress,80.2,Training,2019-08-29
P-02092,U-005,Junior,Analyst,Operations,In Progress,85.7,Training,2018-04-23
P-02093,U-046,Officer,Engineer,Planning,In Progress,81.9,Available,2025-06-03
P-02094,U-029,Lead,Analyst,Maintenance,In Progress,68.9,Training,2023-09-12
P-02095,U-027,Lead,Operator,Systems,In Progress,61.5,Training,2022-01-07
P-02096,U-038,Junior,Logistics,Systems,In Progress,60.4,Training,2022-08-22
P-02097,U-047,Senior,Engineer,Maintenance,In Progress,62.3,Available,2018-05-01
P-02098,U-042,Junior,Analyst,Systems,Complete,96.8,Available,2022-07-11
P-02099,U-037,Officer,Medic,Planning,In Progress,86.5,Training,2023-04-28
P-02100,U-009,Senior,Operator,Operations,Complete,93.1,Deployed,2019-12-28
P-02101,U-046,Lead,Medic,Systems,In Progress,74.4,Available,2020-12-03
P-02102,U-026,Lead,Operator,Operations,In Progress,64.0,Deployed,2019-01-21
P-02103,U-034,Junior,Logistics,Systems,In Progress,66.6,Training,2022-03-09
P-02104,U-007,Junior,Operator,Operations,In Progress,62.6,Deployed,2021-06-08
P-02105,U-002,Lead,Operator,Maintenance,Complete,91.0,Available,2025-02-20
P-02106,U-040,Senior,Analyst,Systems,In Progress,77.4,Training,2019-09-26
P-02107,U-039,Senior,Medic,Maintenance,In Progress,71.8,Training,2019-09-02
P-02108,U-053,Junior,Logistics,Systems,Complete,91.9,Training,2019-05-08
P-02109,U-052,Lead,Operator,Operations,Complete,97.0,Training,2020-01-09
P-02110,U-038,Junior,Medic,Maintenance,In Progress,78.3,Training,2019-09-28
P-02111,U-040,Officer,Logistics,Planning,Complete,96.4,Deployed,2019-04-22
P-02112,U-043,Lead,Engineer,Operations,In Progress,80.0,Available,2020-09-07
P-02113,U-053,Officer,Operator,Operations,In Progress,77.1,Available,2023-05-22
P-02114,U-052,Junior,Logistics,Systems,Complete,93.0,Training,2025-05-06
P-02115,U-021,Officer,Logistics,Maintenance,Complete,96.0,Deployed,2021-08-05
P-02116,U-009,Senior,Analyst,Planning,In Progress,75.2,Deployed,2022-11-18
P-02117,U-025,Junior,Medic,Systems,In Progress,58.7,Deployed,2024-04-17
P-02118,U-031,Lead,Medic,Operations,In Progress,82.4,Training,2025-11-02
P-02119,U-004,Junior,Engineer,Systems,In Progress,78.7,Deployed,2024-08-03
P-02120,U-048,Senior,Analyst,Systems,Complete,95.5,Training,2018-04-25
P-02121,U-004,Officer,Engineer,Operations,Complete,98.5,Training,2018-08-03
P-02122,U-053,Officer,Logistics,Maintenance,Complete,92.1,Training,2022-02-27
P-02123,U-044,Senior,Operator,Planning,In Progress,86.5,Available,2020-06-26
P-02124,U-046,Senior,Medic,Maintenance,In Progress,69.4,Training,2025-03-08
P-02125,U-040,Officer,Engineer,Systems,In Progress,55.7,Deployed,2018-01-20
P-02126,U-058,Lead,Engineer,Planning,In Progress,65.8,Available,2022-03-03
P-02127,U-059,Junior,Engineer,Maintenance,Complete,92.7,Training,2020-10-05
P-02128,U-040,Officer,Logistics,Operations,In Progress,85.1,Available,2025-04-30
P-02129,U-048,Officer,Operator,Planning,Complete,96.1,Deployed,2022-03-25
P-02130,U-018,Senior,Medic,Operations,Complete,92.9,Training,2018-02-12
P-02131,U-041,Junior,Medic,Maintenance,In Progress,86.2,Training,2025-09-25
P-02132,U-015,Junior,Operator,Maintenance,In Progress,58.2,Deployed,2018-09-30
P-02133,U-012,Senior,Analyst,Planning,In Progress,79.2,Deployed,2024-01-06
P-02134,U-019,Lead,Operator,Systems,In Progress,67.8,Deployed,2020-04-07
P-02135,U-006,Officer,Engineer,Maintenance,In Progress,80.0,Training,2018-05-27
P-02136,U-031,Junior,Engineer,Systems,In Progress,76.5,Deployed,2020-01-26
P-02137,U-006,Junior,Engineer,Planning,In Progress,89.3,Training,2022-02-28
P-02138,U-029,Officer,Logistics,Systems,In Progress,88.2,Training,2023-08-25
P-02139,U-050,Senior,Analyst,Systems,Complete,98.9,Training,2018-02-28
P-02140,U-010,Lead,Engineer,Operations,In Progress,70.4,Deployed,2020-04-01
P-02141,U-058,Officer,Medic,Maintenance,In Progress,84.0,Deployed,2023-09-02
P-02142,U-005,Senior,Analyst,Planning,In Progress,65.1,Available,2022-12-10
P-02143,U-005,Lead,Logistics,Maintenance,Complete,93.0,Available,2024-02-20
P-02144,U-021,Junior,Medic,Systems,In Progress,57.6,Training,2026-01-30
P-02145,U-011,Lead,Analyst,Systems,In Progress,87.6,Available,2019-03-02
P-02146,U-044,Officer,Operator,Systems,In Progress,65.5,Deployed,2024-05-11
P-02147,U-008,Junior,Logistics,Systems,Complete,93.6,Available,2025-04-11
P-02148,U-053,Officer,Analyst,Planning,Complete,96.0,Deployed,2020-08-31
P-02149,U-044,Lead,Analyst,Planning,In Progress,77.1,Deployed,2019-09-20
P-02150,U-030,Lead,Engineer,Maintenance,In Progress,79.1,Deployed,2025-02-22
P-02151,U-047,Officer,Analyst,Maintenance,In Progress,62.8,Deployed,2018-03-27
P-02152,U-028,Senior,Operator,Planning,Complete,91.2,Deployed,2025-12-20
P-02153,U-057,Senior,Medic,Maintenance,In Progress,79.4,Training,2021-12-16
P-02154,U-014,Officer,Medic,Planning,Complete,97.4,Training,2023-01-27
P-02155,U-029,Officer,Analyst,Operations,Complete,97.9,Deployed,2025-06-18
P-02156,U-026,Senior,Engineer,Maintenance,In Progress,61.0,Training,2020-02-22
P-02157,U-037,Lead,Medic,Planning,In Progress,63.8,Deployed,2025-03-22
P-02158,U-020,Senior,Medic,Systems,In Progress,64.6,Training,2025-04-25
P-02159,U-029,Officer,Operator,Maintenance,In Progress,68.5,Available,2021-10-15
P-02160,U-036,Officer,Logistics,Planning,Complete,95.0,Available,2022-12-20
P-02161,U-002,Officer,Logistics,Maintenance,In Progress,86.2,Deployed,2025-08-19
P-02162,U-037,Officer,Logistics,Maintenance,In Progress,89.6,Available,2022-08-12
P-02163,U-021,Senior,Medic,Operations,In Progress,76.1,Training,2024-11-13
P-02164,U-034,Junior,Operator,Systems,In Progress,88.1,Available,2018-03-29
P-02165,U-001,Junior,Analyst,Systems,Complete,96.4,Deployed,2022-01-01
P-02166,U-013,Senior,Analyst,Systems,In Progress,88.5,Deployed,2024-12-27
P-02167,U-059,Officer,Medic,Operations,In Progress,69.2,Training,2019-12-19
P-02168,U-019,Senior,Engineer,Maintenance,In Progress,68.6,Deployed,2019-05-01
P-02169,U-035,Officer,Engineer,Planning,Complete,96.0,Training,2021-02-25
P-02170,U-045,Senior,Operator,Maintenance,Complete,93.2,Deployed,2019-02-02
P-02171,U-049,Officer,Medic,Planning,In Progress,56.8,Deployed,2019-11-30
P-02172,U-050,Lead,Medic,Maintenance,In Progress,55.9,Deployed,2018-03-23
P-02173,U-032,Lead,Analyst,Systems,Complete,97.6,Deployed,2018-10-10
P-02174,U-012,Lead,Medic,Maintenance,In Progress,61.1,Available,2025-07-02
P-02175,U-013,Lead,Analyst,Systems,Complete,98.3,Deployed,2024-10-05
P-02176,U-052,Officer,Engineer,Operations,In Progress,77.3,Deployed,2020-02-26
P-02177,U-033,Junior,Medic,Operations,In Progress,67.6,Available,2018-08-02
P-02178,U-042,Lead,Analyst,Planning,In Progress,65.7,Deployed,2021-10-14
P-02179,U-003,Officer,Operator,Operations,In Progress,67.3,Training,2018-05-09
P-02180,U-009,Junior,Logistics,Systems,Complete,94.2,Deployed,2022-04-09
P-02181,U-013,Officer,Medic,Systems,Complete,95.7,Training,2025-07-15
P-02182,U-018,Lead,Analyst,Planning,In Progress,86.4,Deployed,2025-12-07
P-02183,U-022,Lead,Analyst,Maintenance,In Progress,61.0,Deployed,2021-02-27
P-02184,U-018,Officer,Operator,Operations,In Progress,58.7,Training,2019-04-10
P-02185,U-002,Junior,Engineer,Systems,Complete,91.5,Available,2022-03-10
P-02186,U-005,Senior,Operator,Systems,In Progress,61.9,Available,2026-02-09
P-02187,U-001,Lead,Logistics,Systems,In Progress,88.1,Available,2024-07-14
