training_id,unit_id,personnel_id,training_type,training_date,completion_status,score,certification_status
T-02207,U-008,P-02966,Safety,2025-06-24,Completed,94.1,Certified
T-02208,U-058,P-02404,Core,2025-03-01,Completed,77.2,Pending
T-02209,U-035,P-00383,Safety,2025-03-06,Completed,86.0,Certified
T-02210,U-055,P-00193,Advanced,2025-12-19,Completed,87.5,Certified
T-02211,U-037,P-02427,Advanced,2025-02-18,Completed,83.6,Certified
T-02212,U-060,P-01585,Core,2026-05-06,Completed,70.5,Pending
T-02213,U-049,P-01694,Safety,2025-05-02,Completed,80.1,Certified
T-02214,U-023,P-01311,Core,2025-02-13,Completed,94.9,Certified
T-02215,U-011,P-01270,Leadership,2025-01-26,Completed,82.4,Certified
T-02216,U-010,P-01494,Core,2026-01-18,Incomplete,67.3,Pending
T-02217,U-006,P-00177,Safety,2025-03-31,Completed,77.8,Pending
T-02218,U-022,P-01945,Core,2025-09-23,Completed,88.7,Certified
T-02219,U-012,P-00516,Safety,2026-05-06,Completed,91.3,Certified
T-02220,U-016,P-00863,Leadership,2026-07-27,Completed,92.8,Certified
T-02221,U-057,P-02225,Safety,2025-05-10,Completed,92.0,Certified
T-02222,U-018,P-01584,Advanced,2026-06-19,Incomplete,65.1,Pending
T-02223,U-020,P-01042,Advanced,2025-08-25,Incomplete,68.3,Pending
T-02224,U-041,P-02781,Core,2025-06-29,Incomplete,63.6,Pending
T-02225,U-020,P-02799,Core,2025-08-09,Completed,96.5,Certified
T-02226,U-038,P-01968,Core,2025-01-29,Completed,88.7,Certified
T-02227,U-045,P-00582,Advanced,2025-11-22,Incomplete,65.7,Pending
T-02228,U-016,P-02223,Safety,2025-01-25,Incomplete,61.3,Pending
T-02229,U-012,P-01789,Safety,2025-03-26,Incomplete,62.8,Pending
T-02230,U-048,P-01516,Core,2026-06-05,Completed,76.3,Pending
T-02231,U-013,P-02175,Leadership,2025-02-06,Incomplete,64.1,Pending
T-02232,U-060,P-01081,Core,2025-11-16,Incomplete,59.3,Pending
T-02233,U-042,P-00921,Safety,2025-08-14,Completed,70.4,Pending
T-02234,U-035,P-02922,Core,2026-05-31,Incomplete,68.7,Pending
T-02235,U-040,P-02345,Safety,2025-12-21,Incomplete,61.8,Pending
T-02236,U-042,P-02722,Safety,2026-03-07,Incomplete,69.2,Pending
T-02237,U-041,P-02565,Advanced,2025-07-20,Incomplete,68.3,Pending
T-02238,U-031,P-00945,Core,2025-08-11,Incomplete,57.5,Pending
T-02239,U-038,P-00181,Safety,2026-07-15,Completed,85.0,Certified
T-02240,U-060,P-00334,Safety,2026-06-10,Completed,77.5,Pending
T-02241,U-059,P-01433,Core,2026-03-17,Incomplete,65.6,Pending
T-02242,U-011,P-00514,Safety,2026-07-03,Completed,82.1,Certified
T-02243,U-046,P-02718,Safety,2025-03-06,Incomplete,56.5,Pending
T-02244,U-018,P-02333,Safety,2025-09-03,Completed,84.5,Certified
T-02245,U-026,P-01816,Advanced,2025-08-07,Completed,97.1,Certified
T-02246,U-051,P-00276,Advanced,2026-06-28,Incomplete,62.9,Pending
T-02247,U-048,P-01561,Safety,2025-12-11,Completed,88.3,Certified
T-02248,U-035,P-01651,Safety,2025-03-02,Completed,89.9,Certified
T-02249,U-042,P-00641,Core,2026-06-29,Completed,95.1,Certified
T-02250,U-006,P-00074,Safety,2026-05-23,Completed,71.8,Pending
T-02251,U-022,P-02762,Advanced,2026-04-06,Completed,85.4,Certified
T-02252,U-042,P-02434,Advanced,2025-07-08,Completed,71.6,Pending
T-02253,U-019,P-01147,Core,2026-07-14,Completed,72.8,Pending
T-02254,U-040,P-00774,Core,2025-09-19,Completed,85.7,Certified
T-02255,U-047,P-01781,Advanced,2025-02-15,Incomplete,60.1,Pending
T-02256,U-021,P-00469,Core,2026-04-10,Completed,87.9,Certified
T-02257,U-054,P-02416,Advanced,2025-10-09,Completed,95.7,Certified
T-02258,U-027,P-00075,Leadership,2025-03-19,Incomplete,55.2,Pending
T-02259,U-040,P-02816,Core,2025-04-13,Completed,84.3,Certified
T-02260,U-045,P-00128,Advanced,2025-04-23,Completed,80.3,Certified
T-02261,U-055,P-01808,Safety,2026-08-02,Completed,91.2,Certified
T-02262,U-008,P-01763,Core,2026-01-12,Incomplete,64.1,Pending
T-02263,U-036,P-01473,Advanced,2026-04-21,Incomplete,65.0,Pending
T-02264,U-039,P-01313,Leadership,2025-12-02,Incomplete,64.1,Pending
T-02265,U-020,P-00538,Leadership,2025-04-13,Completed,91.8,Certified
T-02266,U-050,P-00758,Advanced,2025-09-19,Completed,97.1,Certified
T-02267,U-048,P-00095,Core,2025-02-03,Completed,95.4,Certified
T-02268,U-017,P-00552,Advanced,2026-05-21,Incomplete,69.1,Pending
T-02269,U-011,P-02904,Core,2026-06-30,Completed,70.0,Pending
T-02270,U-018,P-00934,Core,2025-07-09,Completed,70.5,Pending
T-02271,U-001,P-00596,Safety,2025-01-14,Completed,80.2,Certified
T-02272,U-038,P-02749,Leadership,2026-01-16,Completed,78.9,Pending
T-02273,U-020,P-02643,Safety,2025-05-20,Completed,77.0,Pending
T-02274,U-013,P-00938,Core,2025-06-13,Completed,70.6,Pending
T-02275,U-052,P-01777,Core,2025-11-05,Incomplete,69.0,Pending
T-02276,U-016,P-02398,Safety,2025-03-16,Incomplete,61.3,Pending
T-02277,U-027,P-01588,Safety,2025-10-20,Completed,87.5,Certified
T-02278,U-033,P-02012,Advanced,2026-05-12,Completed,76.1,Pending
T-02279,U-045,P-02633,Advanced,2025-06-04,Completed,83.0,Certified
T-02280,U-019,P-00024,Core,2026-01-11,Completed,70.6,Pending
T-02281,U-026,P-02663,Safety,2025-12-30,Completed,75.9,Pending
T-02282,U-044,P-02934,Advanced,2025-01-12,Incomplete,63.5,Pending
T-02283,U-010,P-01186,Safety,2026-07-23,Incomplete,64.9,Pending
T-02284,U-023,P-00458,Advanced,2026-02-03,Completed,71.3,Pending
T-02285,U-009,P-02116,Safety,2025-08-14,Completed,76.2,Pending
T-02286,U-036,P-00980,Advanced,2025-04-25,Completed,85.3,Certified
T-02287,U-001,P-01078,Core,2025-05-27,Completed,83.4,Certified
T-02288,U-042,P-02496,Core,2025-02-21,Incomplete,55.9,Pending
T-02289,U-042,P-02233,Core,2025-08-16,Incomplete,59.8,Pending
T-02290,U-013,P-02488,Core,2025-11-03,Incomplete,59.1,Pending
T-02291,U-052,P-00052,Safety,2026-08-08,Completed,77.1,Pending
T-02292,U-053,P-01918,Leadership,2025-06-22,Completed,79.2,Pending
T-02293,U-060,P-00295,Advanced,2025-09-16,Completed,93.3,Certified
T-02294,U-006,P-02073,Safety,2025-08-28,Incomplete,68.8,Pending
T-02295,U-016,P-00244,Safety,2025-09-25,Completed,70.0,Pending
T-02296,U-041,P-02598,Safety,2025-12-30,Completed,95.6,Certified
T-02297,U-021,P-00087,Advanced,2025-08-23,Completed,90.7,Certified
T-02298,U-017,P-02272,Core,2026-02-08,Incomplete,61.5,Pending
T-02299,U-024,P-00329,Leadership,2025-03-29,Incomplete,65.5,Pending
T-02300,U-028,P-02381,Core,2026-05-18,Completed,94.8,Certified
T-02301,U-042,P-00925,Advanced,2026-05-12,Completed,90.6,Certified
T-02302,U-057,P-00500,Advanced,2025-12-24,Incomplete,68.8,Pending
T-02303,U-055,P-01406,Safety,2026-03-22,Incomplete,68.2,Pending
T-02304,U-048,P-02129,Advanced,2026-07-11,Completed,91.8,Certified
T-02305,U-035,P-01819,Advanced,2025-06-20,Incomplete,63.0,Pending
T-02306,U-038,P-00817,Advanced,2025-05-10,Completed,78.6,Pending
T-02307,U-049,P-01973,Safety,2025-09-02,Incomplete,57.7,Pending
T-02308,U-022,P-00576,Safety,2025-01-30,Completed,76.5,Pending
T-02309,U-001,P-00656,Safety,2026-07-17,Completed,72.1,Pending
T-02310,U-048,P-01326,Safety,2026-01-11,Completed,82.8,Certified
T-02311,U-012,P-02293,Advanced,2025-08-30,Completed,96.7,Certified
T-02312,U-021,P-02954,Core,2025-01-30,Completed,87.7,Certified
T-02313,U-029,P-02080,Safety,2025-10-14,Incomplete,59.5,Pending
T-02314,U-011,P-02953,Core,2025-11-30,Completed,79.1,Pending
T-02315,U-051,P-02793,Safety,2025-08-30,Completed,90.4,Certified
T-02316,U-012,P-02701,Advanced,2026-05-01,Completed,78.2,Pending
T-02317,U-048,P-00924,Safety,2025-02-17,Completed,77.0,Pending
T-02318,U-060,P-02402,Safety,2026-05-25,Completed,80.8,Certified
T-02319,U-038,P-00374,Core,2025-07-26,Completed,79.0,Pending
T-02320,U-051,P-00591,Core,2026-02-21,Incomplete,68.3,Pending
T-02321,U-031,P-00614,Safety,2026-02-23,Completed,94.8,Certified
T-02322,U-052,P-00389,Safety,2025-09-24,Incomplete,65.5,Pending
T-02323,U-044,P-01794,Advanced,2026-04-29,Incomplete,63.5,Pending
T-02324,U-021,P-00241,Safety,2025-11-26,Incomplete,62.6,Pending
T-02325,U-058,P-01422,Leadership,2025-07-15,Completed,89.0,Certified
T-02326,U-021,P-01192,Core,2025-09-29,Completed,83.4,Certified
T-02327,U-012,P-00470,Safety,2026-04-20,Completed,93.5,Certified
T-02328,U-020,P-01862,Core,2026-04-06,Completed,84.9,Certified
T-02329,U-032,P-01032,Advanced,2025-07-13,Completed,80.4,Certified
T-02330,U-052,P-02536,Leadership,2026-01-05,Completed,92.9,Certified
T-02331,U-002,P-00560,Safety,2025-04-18,Completed,79.0,Pending
T-02332,U-013,P-02617,Core,2026-06-09,Incomplete,66.7,Pending
T-02333,U-050,P-00740,Leadership,2025-10-12,Completed,89.5,Certified
T-02334,U-053,P-01299,Safety,2026-01-18,Completed,84.6,Certified
T-02335,U-055,P-01686,Advanced,2026-01-16,Completed,70.7,Pending
T-02336,U-040,P-00073,Advanced,2025-08-21,Completed,77.0,Pending
T-02337,U-022,P-01946,Advanced,2026-03-02,Completed,92.4,Certified
T-02338,U-029,P-01182,Advanced,2026-01-18,Completed,93.1,Certified
T-02339,U-031,P-00945,Advanced,2025-04-11,Completed,77.3,Pending
T-02340,U-054,P-01197,Core,2026-05-27,Completed,72.7,Pending
T-02341,U-006,P-00246,Core,2025-12-03,Completed,84.2,Certified
T-02342,U-032,P-02173,Core,2025-09-21,Incomplete,64.3,Pending
T-02343,U-048,P-00704,Leadership,2025-08-11,Completed,89.7,Certified
T-02344,U-023,P-00612,Core,2025-07-01,Incomplete,65.8,Pending
T-02345,U-037,P-01654,Safety,2026-05-25,Completed,71.2,Pending
T-02346,U-011,P-01153,Safety,2025-07-24,Completed,76.5,Pending
T-02347,U-046,P-01622,Advanced,2025-11-30,Completed,72.7,Pending
T-02348,U-023,P-00589,Core,2026-06-17,Incomplete,59.5,Pending
T-02349,U-020,P-01013,Advanced,2026-06-04,Incomplete,68.4,Pending
T-02350,U-027,P-02426,Safety,2025-01-04,Completed,75.5,Pending
T-02351,U-047,P-02530,Advanced,2025-09-30,Incomplete,64.5,Pending
T-02352,U-025,P-02512,Leadership,2025-10-14,Completed,86.1,Certified
T-02353,U-037,P-01948,Advanced,2026-01-08,Completed,91.2,Certified
T-02354,U-044,P-00897,Safety,2026-02-03,Completed,82.9,Certified
T-02355,U-015,P-00672,Safety,2025-10-26,Completed,91.0,Certified
T-02356,U-019,P-00613,Leadership,2025-05-17,Completed,86.7,Certified
T-02357,U-055,P-01695,Core,2026-06-23,Completed,75.5,Pending
T-02358,U-051,P-02207,Advanced,2026-02-24,Completed,82.1,Certified
T-02359,U-015,P-01957,Advanced,2026-03-18,Incomplete,57.8,Pending
T-02360,U-003,P-00268,Leadership,2026-02-01,Completed,81.2,Certified
T-02361,U-059,P-01800,Advanced,2025-05-04,Incomplete,64.8,Pending
T-02362,U-051,P-02876,Leadership,2026-04-04,Completed,88.1,Certified
T-02363,U-006,P-01429,Core,2025-11-02,Completed,81.5,Certified
T-02364,U-053,P-01087,Advanced,2025-01-25,Completed,76.9,Pending
T-02365,U-015,P-01148,Advanced,2026-03-30,Completed,70.4,Pending
T-02366,U-038,P-02996,Leadership,2025-04-14,Completed,90.4,Certified
T-02367,U-047,P-02851,Leadership,2026-02-13,Completed,74.6,Pending
T-02368,U-001,P-00616,Safety,2025-09-08,Completed,90.6,Certified
T-02369,U-016,P-02358,Core,2026-02-15,Completed,73.4,Pending
T-02370,U-049,P-00905,Leadership,2026-06-28,Incomplete,56.7,Pending
T-02371,U-060,P-00709,Advanced,2026-07-23,Incomplete,64.4,Pending
T-02372,U-020,P-02384,Leadership,2026-05-28,Completed,94.4,Certified
T-02373,U-056,P-02010,Safety,2026-03-05,Completed,89.0,Certified
T-02374,U-030,P-00906,Core,2025-04-22,Completed,83.0,Certified
T-02375,U-056,P-02063,Core,2026-01-29,Completed,97.7,Certified
T-02376,U-045,P-00582,Leadership,2026-03-25,Completed,72.2,Pending
T-02377,U-044,P-00901,Core,2025-02-19,Incomplete,69.8,Pending
T-02378,U-031,P-01447,Leadership,2025-08-06,Completed,93.0,Certified
T-02379,U-009,P-01225,Leadership,2026-06-20,Incomplete,68.5,Pending
T-02380,U-055,P-01406,Core,2025-02-07,Completed,91.3,Certified
T-02381,U-034,P-02541,Safety,2026-04-13,Incomplete,68.2,Pending
T-02382,U-007,P-02728,Advanced,2025-08-28,Completed,89.3,Certified
T-02383,U-057,P-02652,Core,2026-02-02,Completed,72.9,Pending
T-02384,U-055,P-01686,Core,2026-07-12,Completed,93.9,Certified
T-02385,U-041,P-01823,Advanced,2026-08-07,Completed,80.8,Certified
T-02386,U-045,P-01613,Leadership,2025-08-26,Completed,79.3,Pending
T-02387,U-057,P-02652,Leadership,2026-05-17,Completed,91.3,Certified
T-02388,U-047,P-01856,Advanced,2026-01-20,Completed,92.2,Certified
T-02389,U-006,P-01580,Safety,2025-05-12,Incomplete,65.4,Pending
T-02390,U-022,P-01947,Core,2025-01-19,Incomplete,65.7,Pending
T-02391,U-027,P-01855,Core,2025-09-20,Completed,71.3,Pending
T-02392,U-027,P-00038,Safety,2025-04-27,Completed,84.3,Certified
T-02393,U-032,P-02906,Advanced,2026-05-28,Incomplete,63.8,Pending
T-02394,U-002,P-02350,Core,2026-04-16,Incomplete,57.3,Pending
T-02395,U-047,P-01300,Advanced,2025-01-05,Completed,96.2,Certified
T-02396,U-022,P-02631,Core,2026-05-25,Completed,76.1,Pending
T-02397,U-047,P-01980,Leadership,2025-05-07,Completed,93.4,Certified
T-02398,U-009,P-02116,Leadership,2025-03-12,Incomplete,62.8,Pending
T-02399,U-032,P-01697,Core,2025-06-25,Completed,74.2,Pending
T-02400,U-044,P-02263,Advanced,2026-07-29,Completed,83.8,Certified
